,▶ -> ▶,▶ -> Create Fine,Create Fine -> Send Fine,Send Fine -> ■,■ -> ■,Send Fine -> Insert Fine Notification,Insert Fine Notification -> Add penalty,Add penalty -> Send for Credit Collection,Send for Credit Collection -> ■,Add penalty -> Payment,Payment -> ■,Insert Fine Notification -> Insert Date Appeal to Prefecture,Insert Date Appeal to Prefecture -> Add penalty,Add penalty -> Send Appeal to Prefecture,Send Appeal to Prefecture -> ■,Create Fine -> Payment,Payment -> Payment,Add penalty -> Insert Date Appeal to Prefecture,Insert Date Appeal to Prefecture -> Send Appeal to Prefecture,Payment -> Send for Credit Collection,Send Appeal to Prefecture -> Receive Result Appeal from Prefecture,Receive Result Appeal from Prefecture -> Notify Result Appeal to Offender,Notify Result Appeal to Offender -> Payment,Send Fine -> Payment,Insert Fine Notification -> Payment,Payment -> Add penalty,Payment -> Send Fine,Notify Result Appeal to Offender -> Appeal to Judge,Appeal to Judge -> ■,Send Appeal to Prefecture -> Add penalty,Add penalty -> Receive Result Appeal from Prefecture,Notify Result Appeal to Offender -> Send for Credit Collection,Insert Fine Notification -> Appeal to Judge,Appeal to Judge -> Add penalty,Send Fine -> Insert Date Appeal to Prefecture,Add penalty -> ■,Appeal to Judge -> Payment,Add penalty -> Appeal to Judge,Notify Result Appeal to Offender -> ■,▶ -> Send for Credit Collection,Receive Result Appeal from Prefecture -> ■,Payment -> Insert Fine Notification,▶ -> Payment
2006-03-15 00:00:00+00:00,8,8,1,0,20,0,2,27,0,21,20,0,0,2,0,17,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-16 00:00:00+00:00,15,15,1,0,23,0,1,0,0,3,22,0,1,0,1,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-17 00:00:00+00:00,15,15,3,0,18,2,1,22,0,9,18,1,0,4,0,12,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-03-18 00:00:00+00:00,16,16,2,0,13,2,2,40,0,18,13,0,0,1,0,13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-19 00:00:00+00:00,7,7,0,0,3,0,0,17,0,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-20 00:00:00+00:00,7,7,0,0,21,0,2,13,0,5,21,0,3,0,0,7,5,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-21 00:00:00+00:00,4,4,1,0,39,0,3,7,0,8,30,0,5,0,9,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-22 00:00:00+00:00,10,10,0,0,18,0,1,38,0,5,18,0,2,4,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-23 00:00:00+00:00,3,3,0,0,12,0,1,79,0,11,12,0,1,0,0,10,4,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-24 00:00:00+00:00,15,15,0,0,17,0,0,27,0,9,17,0,0,0,0,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-25 00:00:00+00:00,44,44,3,0,7,1,2,8,0,3,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-26 00:00:00+00:00,35,35,24,0,3,1,1,3,0,3,3,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-27 00:00:00+00:00,44,44,23,0,39,0,1,5,0,1,21,0,1,0,18,12,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-28 00:00:00+00:00,52,52,31,157,171,433,1,15,0,2,14,0,1,0,0,13,0,0,0,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-03-29 00:00:00+00:00,27,27,35,0,17,2,1,5,0,1,17,1,1,0,0,17,1,0,0,1,0,0,1,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-03-30 00:00:00+00:00,24,24,17,0,12,0,0,2,0,0,12,0,2,0,0,10,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-03-31 00:00:00+00:00,48,48,17,0,33,1,3,0,0,3,17,0,0,0,16,7,1,0,0,0,5,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-04-01 00:00:00+00:00,57,57,31,0,13,0,2,3,0,0,13,0,1,0,0,17,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2006-04-02 00:00:00+00:00,38,38,29,0,0,2,2,1,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-03 00:00:00+00:00,29,29,25,0,22,0,1,1,0,0,22,0,2,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-04 00:00:00+00:00,19,19,21,0,30,1,177,0,0,0,30,15,1,0,0,8,2,0,0,1,0,0,0,1,4,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2006-04-05 00:00:00+00:00,30,30,17,0,22,1,41,0,0,0,22,4,0,0,0,2,0,0,0,0,1,0,1,0,10,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2006-04-06 00:00:00+00:00,41,41,21,0,16,0,15,0,0,0,16,3,1,0,0,9,2,0,0,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-07 00:00:00+00:00,41,41,29,0,24,0,19,0,0,0,24,2,2,0,0,12,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-08 00:00:00+00:00,33,33,32,0,11,0,5,1,0,0,11,1,4,0,0,9,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-09 00:00:00+00:00,36,36,23,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-10 00:00:00+00:00,52,52,28,0,24,0,5,1,0,0,24,0,1,0,0,8,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-04-11 00:00:00+00:00,44,44,37,0,15,0,8,0,0,0,15,0,2,0,0,15,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-12 00:00:00+00:00,35,35,28,0,14,2,3,1,0,0,14,2,3,0,0,16,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-13 00:00:00+00:00,39,39,26,148,170,453,1,0,0,0,22,1,0,0,0,9,4,0,0,0,1,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-14 00:00:00+00:00,39,39,27,0,9,2,78,0,0,0,9,0,1,0,0,12,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-15 00:00:00+00:00,61,61,28,5,12,77,10,1,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-16 00:00:00+00:00,15,15,31,0,1,0,0,1,0,1,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-17 00:00:00+00:00,26,26,9,0,2,0,0,1,0,1,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-18 00:00:00+00:00,36,36,16,0,34,0,7,0,0,0,34,1,1,0,0,10,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
2006-04-19 00:00:00+00:00,27,27,26,0,20,1,2,2,0,0,20,0,4,0,0,10,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-20 00:00:00+00:00,31,31,21,0,22,1,1,0,0,0,14,0,1,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-21 00:00:00+00:00,38,38,23,0,17,1,2,0,0,0,17,0,2,0,0,8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006-04-22 00:00:00+00:00,53,53,25,0,14,3,4,2,0,0,14,1,0,0,0,13,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-23 00:00:00+00:00,49,49,30,0,3,0,0,20,0,3,3,0,0,1,0,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-24 00:00:00+00:00,76,76,36,0,19,0,18,62,0,21,18,1,4,4,0,13,0,0,1,0,0,0,0,0,2,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006-04-25 00:00:00+00:00,37,37,45,0,1,0,0,151,0,61,1,0,0,11,0,31,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-26 00:00:00+00:00,18,18,27,0,25,0,145,51,0,33,24,18,0,8,0,10,0,0,0,0,0,0,0,0,9,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006-04-27 00:00:00+00:00,51,51,14,0,34,0,60,1,0,1,34,2,3,0,0,4,2,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0
2006-04-28 00:00:00+00:00,42,42,41,0,29,1,24,51,0,33,28,5,0,6,0,10,2,1,0,1,0,0,0,0,14,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-29 00:00:00+00:00,67,67,31,0,11,1,16,20,0,14,11,2,1,1,0,11,1,0,0,3,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-04-30 00:00:00+00:00,115,115,45,0,3,1,1,18,0,12,3,0,0,4,0,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-01 00:00:00+00:00,48,48,70,0,1,0,0,4,0,8,1,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-02 00:00:00+00:00,32,32,34,0,40,0,11,4,0,1,40,0,2,0,0,14,2,0,0,0,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-03 00:00:00+00:00,28,28,25,0,43,0,3,10,0,4,36,2,1,0,7,7,3,0,3,0,1,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-04 00:00:00+00:00,29,29,18,0,34,0,9,18,0,2,34,0,2,0,0,10,3,0,0,4,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-05 00:00:00+00:00,53,53,22,0,34,0,6,85,0,12,34,0,2,2,0,7,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-06 00:00:00+00:00,81,81,38,0,17,0,64,23,0,7,17,0,1,1,0,15,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-07 00:00:00+00:00,28,28,52,0,1,1,14,2,0,3,1,0,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-08 00:00:00+00:00,29,29,19,0,36,0,35,60,0,6,36,0,0,0,0,9,4,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-09 00:00:00+00:00,36,36,21,0,29,0,6,3,0,2,22,0,4,1,7,8,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-05-10 00:00:00+00:00,28,28,26,0,28,1,1,2,0,2,27,0,1,0,1,10,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-11 00:00:00+00:00,33,33,24,0,15,1,1,3,0,0,15,0,0,0,0,4,3,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-12 00:00:00+00:00,51,51,24,0,28,1,5,3,0,1,23,1,0,0,5,9,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2006-05-13 00:00:00+00:00,113,113,35,0,8,0,3,1,0,0,8,0,6,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-14 00:00:00+00:00,22,22,61,0,7,1,3,1,0,2,7,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-15 00:00:00+00:00,25,25,12,0,24,0,2,1,0,0,24,0,1,0,0,10,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-05-16 00:00:00+00:00,36,36,18,0,23,0,0,0,0,2,23,0,3,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-17 00:00:00+00:00,29,29,23,0,20,0,0,2,0,0,20,0,0,0,0,13,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-18 00:00:00+00:00,32,32,15,0,34,6,5,0,0,0,27,1,1,0,7,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-19 00:00:00+00:00,62,62,22,0,21,0,0,1,0,1,20,0,0,0,0,10,0,0,0,2,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006-05-20 00:00:00+00:00,103,103,35,0,14,6,6,1,0,2,14,0,6,0,0,27,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2006-05-21 00:00:00+00:00,34,34,60,0,4,1,0,1,0,0,4,1,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-22 00:00:00+00:00,45,45,22,0,30,0,0,1,0,0,30,0,1,0,0,12,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-23 00:00:00+00:00,24,24,33,0,38,2,2,0,0,0,36,0,4,0,2,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-24 00:00:00+00:00,47,47,16,0,28,0,0,2,0,0,28,0,2,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-25 00:00:00+00:00,44,44,35,0,18,0,0,1,0,0,18,0,1,0,0,12,3,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-26 00:00:00+00:00,79,79,32,0,33,3,3,0,0,1,33,0,1,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-27 00:00:00+00:00,116,116,56,0,17,1,1,1,0,0,17,0,0,0,0,23,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-28 00:00:00+00:00,38,38,80,0,2,0,1,1,0,0,2,0,0,1,0,36,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-29 00:00:00+00:00,27,27,27,0,25,1,2,0,0,0,25,0,3,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-30 00:00:00+00:00,40,40,21,0,19,0,1,3,0,0,19,0,0,0,0,6,2,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-05-31 00:00:00+00:00,43,43,28,0,16,0,0,2,0,1,16,0,0,0,0,12,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-01 00:00:00+00:00,63,63,25,0,21,0,0,2,0,0,21,0,1,0,0,18,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-02 00:00:00+00:00,108,108,39,0,2,0,0,1,0,0,2,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-03 00:00:00+00:00,88,88,65,0,24,1,1,97,0,83,24,1,0,15,0,43,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
2006-06-04 00:00:00+00:00,53,53,42,0,4,0,1,25,0,27,4,0,0,3,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-05 00:00:00+00:00,52,52,32,0,56,1,1,8,0,12,56,0,0,3,0,21,2,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-06 00:00:00+00:00,63,63,33,0,36,0,0,11,0,14,36,0,0,2,0,19,1,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-07 00:00:00+00:00,60,60,39,0,39,1,1,3,0,3,39,0,0,1,0,24,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-08 00:00:00+00:00,72,72,32,0,35,1,1,0,0,0,35,0,0,0,0,28,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-09 00:00:00+00:00,98,98,53,0,38,3,3,3,0,5,38,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-10 00:00:00+00:00,94,94,66,0,32,1,1,7,0,2,26,0,0,0,6,32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-11 00:00:00+00:00,41,41,54,0,4,3,3,1,0,3,4,0,0,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-12 00:00:00+00:00,41,41,26,0,43,1,2,1,0,0,43,0,1,1,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-13 00:00:00+00:00,60,60,32,0,35,0,0,58,0,23,26,0,1,0,9,9,2,0,1,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-14 00:00:00+00:00,50,50,37,0,53,3,3,9,0,1,53,0,2,0,0,23,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-15 00:00:00+00:00,99,99,30,0,41,1,1,0,0,0,41,0,1,0,0,20,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
2006-06-16 00:00:00+00:00,75,75,63,0,34,3,3,0,0,0,34,0,0,0,0,36,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-17 00:00:00+00:00,126,126,57,0,19,0,0,5,0,3,19,0,0,0,0,18,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-18 00:00:00+00:00,72,72,74,0,1,0,0,1,0,1,1,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-19 00:00:00+00:00,58,58,53,0,52,3,3,1,0,0,44,0,0,0,6,19,1,0,0,0,2,6,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2006-06-20 00:00:00+00:00,54,54,40,0,37,0,0,1,0,1,37,0,0,0,0,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-21 00:00:00+00:00,67,67,32,0,21,0,0,4,0,1,21,0,0,1,0,22,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-22 00:00:00+00:00,98,98,47,0,25,0,0,0,0,0,25,0,1,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-23 00:00:00+00:00,99,99,76,0,26,2,2,13,0,7,26,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-24 00:00:00+00:00,144,144,64,0,18,0,0,0,0,0,18,0,0,0,0,35,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-25 00:00:00+00:00,50,50,105,0,4,0,0,78,0,76,4,0,0,13,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-26 00:00:00+00:00,68,68,32,0,31,0,0,36,0,39,31,0,0,0,0,18,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-27 00:00:00+00:00,82,82,52,0,35,0,0,19,0,19,35,0,0,4,0,16,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-28 00:00:00+00:00,88,88,56,0,51,0,0,7,0,21,37,0,1,2,14,26,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-29 00:00:00+00:00,56,56,62,0,41,0,0,1,0,0,39,0,1,0,2,26,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-06-30 00:00:00+00:00,161,161,45,0,35,0,0,0,0,0,33,0,0,0,2,11,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2006-07-01 00:00:00+00:00,110,110,106,186,199,489,0,5,0,8,13,0,0,0,0,55,1,0,0,0,0,0,2,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-02 00:00:00+00:00,19,19,57,0,7,10,1,1,0,7,6,9,0,1,1,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-03 00:00:00+00:00,23,23,0,0,51,0,0,5,0,7,50,0,0,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2006-07-04 00:00:00+00:00,28,28,1,0,38,1,1,3,0,6,37,0,0,0,0,22,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2006-07-05 00:00:00+00:00,14,14,0,0,41,0,0,53,0,15,36,0,0,0,5,28,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-06 00:00:00+00:00,17,17,0,0,27,0,0,11,0,3,27,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-07 00:00:00+00:00,39,39,1,0,34,1,1,26,0,11,34,0,0,0,0,16,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-08 00:00:00+00:00,72,72,0,0,21,0,0,6,0,0,21,0,0,0,0,39,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-09 00:00:00+00:00,64,64,58,0,1,0,0,1,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-10 00:00:00+00:00,71,71,33,0,39,0,0,0,0,1,39,0,0,0,0,31,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-11 00:00:00+00:00,64,64,44,0,39,3,221,5,0,1,39,5,0,0,0,27,1,0,0,0,0,0,2,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006-07-12 00:00:00+00:00,86,86,44,0,35,0,60,1,0,2,35,5,0,0,0,20,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-13 00:00:00+00:00,70,70,56,0,37,0,15,2,0,1,36,3,0,0,1,30,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-14 00:00:00+00:00,125,125,46,0,32,1,8,2,0,1,32,2,0,0,0,24,2,0,0,0,0,0,1,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-15 00:00:00+00:00,185,185,91,0,13,4,8,0,0,0,13,3,0,0,0,34,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-16 00:00:00+00:00,68,68,143,0,3,0,0,0,0,0,2,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-17 00:00:00+00:00,109,109,46,0,42,0,3,2,0,3,42,0,0,1,0,22,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-18 00:00:00+00:00,65,65,82,0,41,0,2,0,0,0,41,0,1,0,0,27,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-19 00:00:00+00:00,73,73,47,0,32,3,4,4,0,2,32,2,9,0,0,18,2,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006-07-20 00:00:00+00:00,68,68,55,0,31,5,4,0,0,0,31,0,0,1,0,18,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
